"recipient_fec_id","recipeint_committee","amount","expended","affiliation","giving_fec_id","giving_committee","fec_file","transaction_id","form_type","purpose","memo"
"C00367862","MIKE ROGERS FOR CONGRESS",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B114726E427454DE5B0D","SB23","VOID AFTER 90 DAYS",
"C00545772","THOM TILLIS COMMITTEE",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"BDBF3FD68C61D4B1D8D3","SB23","VOID AFTER 90 DAYS",
"C00546788","JONI FOR IOWA",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B21FB2EA3B91D4248919","SB23","VOID AFTER 90 DAYS",
"C00551275","FRENCH HILL FOR ARKANSAS",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B76DB86D7D69E4A0EB66","SB23","VOID AFTER 90 DAYS",
"C00462697","GARAMENDI FOR CONGRESS",2500,"2019-04-26","DEM","C00104802","DELTA AIR LINES PAC",1335274,"B4FA66197718A4ED08B2","SB23","VOID AFTER 90 DAYS",
"C00532465","ROUNDS FOR SENATE",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"BA614246293C84628A2B","SB23","VOID AFTER 90 DAYS",
"C00492454","CORY GARDNER FOR SENATE",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B41F35D0CE1554ECB91C","SB23","VOID AFTER 90 DAYS",
"C00545772","THOM TILLIS COMMITTEE",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B4E2A02CB669A4E2AAB6","SB23","VOID AFTER 90 DAYS",
"C00390724","WALBERG FOR CONGRESS",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"BB07CD97ACD8B4FB2BD8","SB23","VOID AFTER 90 DAYS",
"C00558486","GARRET GRAVES FOR CONGRESS",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B35FDB3A20ECF4605A90","SB23","VOID AFTER 90 DAYS",
"C00213512","NANCY PELOSI FOR CONGRESS",2500,"2019-04-26","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1330425,"23D59D47185318202DC","SB23","2020 PRIMARY",
"C00607556","LIZ CHENEY FOR WYOMING",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"BD01051028E6A4337946","SB23","VOID AFTER 90 DAYS",
"C00543892","LOUDERMILK FOR CONGRESS",2500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"BE16C9CD48B314C66B70","SB23","VOID AFTER 90 DAYS",
"C00441352","STIVERS FOR CONGRESS",2000,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"BA3719D23B1EC4B7F972","SB23","VOID AFTER 90 DAYS",
"C00464339","DUFFY FOR WISCONSIN",2000,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B32CA881824684B6F951","SB23","VOID AFTER 90 DAYS",
"C00272211","PETE KING FOR CONGRESS COMMITTEE",2000,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B3895E9B885E94A54BD3","SB23","VOID AFTER 90 DAYS",
"C00545749","EMMER FOR CONGRESS",2000,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"BE06318720C0645D0898","SB23","VOID AFTER 90 DAYS",
"C00590463","TREY FOR CONGRESS",2000,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B43B4E235D71C467EAF7","SB23","VOID AFTER 90 DAYS",
"C00012229","ALASKANS FOR DON YOUNG INC",1500,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B21EA190E8A9343DD81E","SB23","VOID AFTER 90 DAYS",
"C00552547","ZELDIN FOR CONGRESS",1000,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B6130F294CA8F4F7F8D0","SB23","VOID AFTER 90 DAYS",
"C00371302","TEXANS FOR HENRY CUELLAR",1000,"2019-04-26","DEM","C00104802","DELTA AIR LINES PAC",1335274,"BE04E3A8C04B94EDC889","SB23","VOID AFTER 90 DAYS",
"C00666040","MCSALLY FOR SENATE INC",1000,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B8FCDE67F69794868A85","SB23","VOID AFTER 90 DAYS",
"C00547976","BEN SASSE FOR US SENATE INC",1000,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B47C9CF92AF7249EC924","SB23","VOID AFTER 90 DAYS",
"C00462374","CRAWFORD FOR CONGRESS",1000,"2019-04-26","REP","C00104802","DELTA AIR LINES PAC",1335274,"B2FEBED75B6664821A5C","SB23","VOID AFTER 90 DAYS",
"C00313510","PASCRELL FOR CONGRESS INC",2500,"2019-04-30","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"1C3E880684AD7DCDBB1","SB23","2020 PRIMARY",
"C00615294","CITIZENS FOR JOHN RUTHERFORD",2500,"2019-04-30","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"0179C8A4269E9C34C1B","SB23","2020 PRIMARY",
"C00607838","DREW FERGUSON FOR CONGRESS INC",2500,"2019-04-30","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"C5452BD01A65A1F6692","SB23","2020 PRIMARY",
"C00435974","ANDY HARRIS FOR CONGRESS",2500,"2019-04-30","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"8838479EA8511F55C85","SB23","2020 PRIMARY",
"C00539866","ROBIN KELLY FOR CONGRESS",2500,"2019-04-30","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"D0B1EFC76CC46A0F021","SB23","2020 PRIMARY",
"C00545772","THOM TILLIS COMMITTEE",2500,"2019-04-30","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"EAE1C05800B6CC0B8A8","SB23","2020 PRIMARY",
"C00506832","MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE",2000,"2019-04-30","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"74B88C1C966C90A2FA6","SB23","2020 PRIMARY",
"C00500207","FRIENDS OF SUSAN BROOKS",1000,"2019-04-30","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"059D83655CE3CE60844","SB23","2020 PRIMARY",
"C00653634","VAN TAYLOR CAMPAIGN",1000,"2019-04-30","REP","C00039321","PEPSICO INC CONCERNED CITIZENS FUND",1331784,"BD5C3069AEA974BEDBB5","SB23","POLITICAL CONTRIBUTION",
"C00502575","DR RAUL RUIZ FOR CONGRESS",1000,"2019-04-30","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"0F46AFA64FFE8DF2184","SB23","2020 PRIMARY",
"C00543983","BILL CASSIDY FOR US SENATE",1000,"2019-04-30","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"925B6744C8EE6C424E9","SB23","2020 GENERAL",
"C00408534","BILIRAKIS FOR CONGRESS",1000,"2019-04-30","REP","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"2DEED3E4FB82EFC261C","SB23","2020 PRIMARY",
"C00462861","KUSTER FOR CONGRESS INC",1000,"2019-04-30","DEM","C00010983","JOHNSON JOHNSON POLITICAL ACTION COMMITTEE",1346172,"76BFD51EE5546815767","SB23","2020 PRIMARY",
"C00359034","GRAVES FOR CONGRESS",2500,"2019-05-01","REP","C00039321","PEPSICO INC CONCERNED CITIZENS FUND",1335132,"B008674C23E2245AE8EE","SB23","POLITICAL CONTRIBUTION",
"C00420935","KEVIN MCCARTHY FOR CONGRESS",5000,"2019-05-03","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1334041,"EA8E6C27EF33EA37A2B","SB23","2020 PRIMARY",
"C00420935","KEVIN MCCARTHY FOR CONGRESS",5000,"2019-05-03","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"02BEFE6CCA043C7CD7C","SB23","2020 PRIMARY",
"C00394957","SCALISE FOR CONGRESS",5000,"2019-05-03","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1346683,"B729278","SB23","CONTRIBUTION",
"C00499236","GEORGE HOLDING",2500,"2019-05-03","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1346683,"B729273","SB23","CONTRIBUTION",
"C00527457","FRIENDS OF DAVE JOYCE",2500,"2019-05-03","REP","C00369090","THE WENDYS COMPANY POLITICAL ACTION COMMITTEE",1333253,"BB2D0F5DC59704A7D94E","SB23","POLITICAL CONTRIBUTION",
"C00543983","BILL CASSIDY FOR US SENATE",2500,"2019-05-03","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1334041,"16670DDED34C38D2094","SB23","2020 PRIMARY",
"C00514893","PEOPLE FOR DEREK KILMER",2500,"2019-05-03","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1346683,"B729281","SB23","CONTRIBUTION",
"C00573949","JOSH GOTTHEIMER FOR CONGRESS",2500,"2019-05-03","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1346683,"B729277","SB23","CONTRIBUTION",
"C00662650","BALDERSON FOR CONGRESS",2500,"2019-05-03","REP","C00369090","THE WENDYS COMPANY POLITICAL ACTION COMMITTEE",1333253,"B288C76E49E794B5FAD1","SB23","POLITICAL CONTRIBUTION",
"C00458679","BLAINE FOR CONGRESS",2500,"2019-05-03","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1346683,"B729279","SB23","CONTRIBUTION",
"C00468579","WALORSKI FOR CONGRESS INC",2500,"2019-05-03","REP","C00369090","THE WENDYS COMPANY POLITICAL ACTION COMMITTEE",1333253,"BEA5BAA896DE24E0994D","SB23","POLITICAL CONTRIBUTION",
"C00491357","DAINES",1000,"2019-05-03","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1334041,"4447BBC491B334A871C","SB23","2020 PRIMARY",
"C00346080","CLAY JR FOR CONGRESS",1000,"2019-05-03","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1346683,"B729282","SB23","CONTRIBUTION",
"C00476564","THE CICILLINE COMMITTEE",1000,"2019-05-03","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1334041,"25B0DEAB04F09B702E8","SB23","2020 PRIMARY",
"C00376673","DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE",1000,"2019-05-03","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1346683,"B729276","SB23","CONTRIBUTION",
"C00660555","SYLVIA GARCIA FOR CONGRESS",1000,"2019-05-03","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1334041,"0AC8E0DB6B038BA7CC4","SB23","2020 PRIMARY",
"C00464032","TOM REED FOR CONGRESS",1000,"2019-05-03","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1346683,"B729274","SB23","CONTRIBUTION",
"C00653923","VERONICA ESCOBAR FOR CONGRESS",1000,"2019-05-03","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1334041,"C2A0838436F12E196DC","SB23","2020 PRIMARY",
"C00670844","MAD 4 PA PAC",1000,"2019-05-03","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1334041,"AE4AE8265DE8CEAB8C1","SB23","2020 PRIMARY",
"C00638650","HALEY STEVENS",1000,"2019-05-03","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1334041,"F850C96ED80B4DBA3A6","SB23","2020 PRIMARY",
"C00215905","DEFAZIO FOR CONGRESS",2000,"2019-05-07","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"36A787A65115F642E09","SB23","2020 PRIMARY",
"C00450049","PAUL TONKO FOR CONGRESS",1500,"2019-05-07","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"2D62F219B877727FDA7","SB23","2020 PRIMARY",
"C00438713","FRIENDS OF MARK WARNER",1500,"2019-05-07","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"6683B66711BE55B0DD0","SB23","2020 PRIMARY",
"C00266940","SANFORD BISHOP FOR CONGRESS",1000,"2019-05-07","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"30F500BC40F3ED9541C","SB23","2020 PRIMARY",
"C00464602","VICKY HARTZLER FOR CONGRESS",1000,"2019-05-07","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"D90B245E451175BF4B3","SB23","2020 PRIMARY",
"C00238907","THE REED COMMITTEE",1000,"2019-05-07","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"E498014E44A562E3B06","SB23","2020 PRIMARY",
"C00457325","SHAHEEN FOR SENATE",1000,"2019-05-07","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"AFE5B6A1E45167D2B47","SB23","2020 PRIMARY",
"C00397505","MOORE FOR CONGRESS",1000,"2019-05-07","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"234261C0CFEC57DD069","SB23","2020 PRIMARY",
"C00680488","FRIENDS OF DENVER RIGGLEMAN INC",1000,"2019-05-07","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"FCBB8A14ED909B4D5A2","SB23","2020 PRIMARY",
"C00408534","BILIRAKIS FOR CONGRESS",1000,"2019-05-07","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"604F7701FFB0FC1A88B","SB23","2020 PRIMARY",
"C00393629","MCHENRY FOR CONGRESS",5000,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"913267BB5BEB78F7D00","SB23","2020 PRIMARY",
"C00547570","PERDUE FOR SENATE",2500,"2019-05-08","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"6258A1AD91D744B4B5A","SB23","2020 PRIMARY",
"C00459099","DELBENE FOR CONGRESS",2500,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"F4F50ED0E5CD5C2656A","SB23","2020 GENERAL",
"C00591065","DWIGHT EVANS FOR CONGRESS",2500,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"701EC5A5504DA2DBD03","SB23","2020 PRIMARY",
"C00202416","JOHN LEWIS FOR CONGRESS",2500,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"87E11FBCDA51413E4BF","SB23","2020 GENERAL",
"C00314575","COLLINS FOR SENATOR",2500,"2019-05-08","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"D3AB42F33E8552F2F17","SB23","2020 PRIMARY",
"C00458679","BLAINE FOR CONGRESS",2500,"2019-05-08","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"E8911743D650F402289","SB23","2020 GENERAL",
"C00386748","VIRGINIA FOXX FOR CONGRESS",2500,"2019-05-08","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"207261D87394FB5BF8F","SB23","2020 PRIMARY",
"C00390476","CATHY MCMORRIS",2500,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"3FDA7A8939AD3DC2DDA","SB23","2020 PRIMARY",
"C00434563","MARTIN HEINRICH FOR SENATE",2500,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"39802D2957682982853","SB23","2024 PRIMARY",
"C00543363","CITIZENS FOR BOYLE",2500,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"8DD57FA6117FA896ECD","SB23","2020 PRIMARY",
"C00670547","ARMSTRONG FOR CONGRESS",2500,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"1B586991354C8BDF16C","SB23","2020 PRIMARY",
"C00083428","SENSENBRENNER COMMITTEE",2000,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"C3351AF9F98CCA56543","SB23","2020 PRIMARY",
"C00464032","TOM REED FOR CONGRESS",1500,"2019-05-08","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"9C427023BE7817F295A","SB23","2020 GENERAL",
"C00543231","WALKER 4 NC",1000,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"30D3B39F4480BECFBE9","SB23","2020 PRIMARY",
"C00313247","ROBERT ADERHOLT FOR CONGRESS",1000,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"B914841582C55ADF88B","SB23","2020 PRIMARY",
"C00495952","SCHNEIDER FOR CONGRESS",1000,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"841BDE58DBC0AB2613C","SB23","2020 GENERAL",
"C00474189","MIKE KELLY FOR CONGRESS",1000,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"C9CD1C4A3919D86A91E","SB23","2020 PRIMARY",
"C00462143","MARTHA ROBY FOR CONGRESS",1000,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"C6FF111EF16C2E33F79","SB23","2020 PRIMARY",
"C00371203","JOHN CARTER FOR CONGRESS",1000,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"535D87A1016C472AEF9","SB23","2020 PRIMARY",
"C00460550","JEFF DUNCAN FOR CONGRESS",1000,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"1C8403F04678D3DB45C","SB23","2020 PRIMARY",
"C00631945","GREG FOR MONTANA",1000,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"CEBC0E2ED3C0454863E","SB23","2020 PRIMARY",
"C00500207","FRIENDS OF SUSAN BROOKS",1000,"2019-05-08","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"8881C8F74E40B4D003F","SB23","2020 PRIMARY",
"C00574640","ANTHONY BROWN FOR CONGRESS",1000,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"2168F12A5F6C2B7150D","SB23","2020 GENERAL",
"C00663781","TINA SMITH FOR MINNESOTA",1000,"2019-05-08","DEM","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"14BF93E6E5DEC9A5942","SB23","2020 PRIMARY",
"C00307314","BLUMENAUER FOR CONGRESS",1000,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"9183C73364641AF13F4","SB23","2020 PRIMARY",
"C00666396","MICHAEL WALTZ FOR CONGRESS",1000,"2019-05-08","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"382976069413FEEE83F","SB23","2020 GENERAL",
"C00226522","RICHARD E NEAL FOR CONGRESS COMMITTEE",1000,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"C12979D29560243707C","SB23","2020 PRIMARY",
"C00438713","FRIENDS OF MARK WARNER",1000,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"901E6FC12C19A460A9C","SB23","2020 GENERAL",
"C00459099","DELBENE FOR CONGRESS",1000,"2019-05-08","DEM","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"B9B74089723BA5E10FF","SB23","2020 GENERAL",
"C00588657","TEXANS FOR JODEY ARRINGTON",1000,"2019-05-08","REP","C00085316","CIGNA CORPORATION POLITICAL ACTION COMMITTEE",1337720,"E9AA58AB5529040200B","SB23","2020 GENERAL",
"C00311043","BRADY FOR CONGRESS",5000,"2019-05-09","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"39DC890FAD6A20555A5","SB23","2020 PRIMARY",
"C00640623","DOUG JONES FOR SENATE COMMITTE",3000,"2019-05-09","DEM","C00479246","BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE",1343573,"B729565","SB23","CONTRIBUTION",
"C00590463","TREY FOR CONGRESS",2500,"2019-05-09","REP","C00479246","BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE",1343573,"B729564","SB23","CONTRIBUTION",
"C00658633","FRIENDS OF BEN MCADAMS",2500,"2019-05-09","DEM","C00479246","BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE",1343573,"B729563","SB23","CONTRIBUTION",
"C00435099","BILL FOSTER FOR CONGRESS",2500,"2019-05-09","DEM","C00479246","BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE",1343573,"B729561","SB23","CONTRIBUTION",
"C00507368","BEATTY FOR CONGRESS",2500,"2019-05-09","DEM","C00479246","BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE",1343573,"B729566","SB23","CONTRIBUTION",
"C00416594","JIM JORDAN FOR CONGRESS",2000,"2019-05-09","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"CD064F42AED9E6809C4","SB23","2020 PRIMARY",
"C00418293","COMMITTEE TO RE ELECT HENRY HANK JOHNSON",1500,"2019-05-09","DEM","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"D9F5D1A9BB2C92A77F9","SB23","2020 PRIMARY",
"C00369033","TEXANS FOR SENATOR JOHN CORNYN INC",1500,"2019-05-09","REP","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1334013,"F67100E48272EBF14D4","SB23","2020 PRIMARY",
"C00474189","MIKE KELLY FOR CONGRESS",1000,"2019-05-09","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1346683,"B729594","SB23","CONTRIBUTION",
"C00440362","JIM RISCH FOR US SENATE COMMITTEE",1000,"2019-05-09","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"436D3C660B3AF27626E","SB23","2020 PRIMARY",
"C00369033","TEXANS FOR SENATOR JOHN CORNYN INC",1000,"2019-05-09","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1334667,"A264CF2A033A8BFE9F3","SB23","2020 GENERAL",
"C00366948","STEPHEN F LYNCH FOR CONGRESS",1000,"2019-05-09","DEM","C00479246","BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE",1343573,"B729562","SB23","CONTRIBUTION",
"C00385773","DEBBIE WASSERMAN SCHULTZ FOR CONGRESS",1500,"2019-05-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"E8513BA3156D94B293F","SB23","2020 PRIMARY",
"C00405431","DAN LIPINSKI FOR CONGRESS",1500,"2019-05-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"3B75956D8D5C4EAF9A4","SB23","2020 PRIMARY",
"C00677286","STEIL FOR WISCONSIN INC",1000,"2019-05-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"420F2976E5D314A7616","SB23","2020 PRIMARY",
"C00514893","PEOPLE FOR DEREK KILMER",1000,"2019-05-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"D36832374906340A4C4","SB23","2020 PRIMARY",
"C00663781","TINA SMITH FOR MINNESOTA",1000,"2019-05-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"EF3A3513ED0B6D20F62","SB23","2020 PRIMARY",
"C00498568","FRIENDS OF CHERI BUSTOS",1000,"2019-05-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"D423F12931A369B481D","SB23","2020 PRIMARY",
"C00468579","JACKIE WALORSKI",1000,"2019-05-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"8866EE99E50E0C9D800","SB23","2020 PRIMARY",
"C00148999","FRIENDS OF DICK DURBIN",1000,"2019-05-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"15D6474BB4835379E65","SB23","2020 PRIMARY",
"C00632067","RON ESTES FOR CONGRESS",1000,"2019-05-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"82681E12DFDCAD01235","SB23","2020 PRIMARY",
"C00344697","LANGEVIN FOR CONGRESS",1000,"2019-05-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"9982978F921420A584C","SB23","2020 PRIMARY",
"C00607556","LIZ CHENEY FOR WYOMING",1000,"2019-05-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"4AEE1648EFB0CCBC5F6","SB23","2020 PRIMARY",
"C00506832","MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE",1000,"2019-05-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"AFCCCA295291AF49DE9","SB23","2020 PRIMARY",
"C00314575","COLLINS FOR SENATOR",1000,"2019-05-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"2875CEAE254BCCD184B","SB23","2020 GENERAL",
"C00637371","CHRISSY HOULAHAN FOR CONGRESS",1000,"2019-05-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"3B4C928C66796FE7628","SB23","2020 PRIMARY",
"C00472241","BILL FLORES FOR CONGRESS",1000,"2019-05-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"4B615208FA2C6FB631C","SB23","2020 PRIMARY",
"C00658633","FRIENDS OF BEN MCADAMS",1000,"2019-05-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1333878,"DE85BF16C5A0BDC75F9","SB23","2020 CONVENTION",
"C00442921","ANDRE CARSON FOR CONGRESS",-1000,"2019-05-14","DEM","C00016683","PFIZER INC PAC",1347108,"72526-88184756040574","SB23","CK 14942 DATED 2 28 19 RETURNED NO FORWARDING ADDRESS",
"C00437889","PETERS FOR MICHIGAN",5000,"2019-05-15","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1346683,"B730044","SB23","CONTRIBUTION",
